,Smiles,MW,LogP,NumHDonors,NumHAcceptors
197,Cn1cc(-c2cc(S(=O)(=O)c3ccccc3)cc3c4c(oc23)CCNC4)cn1,393.46800000000025,3.3118000000000016,1,6
198,CCSc1nc2cc(S(=O)(=O)NCc3ccc(OC)cc3)ccc2n1Cc1ccccc1,467.6160000000002,4.683700000000004,1,6
199,Cc1ccc(CCNC(=O)c2sc3ncnc(N4CCCC4)c3c2C)cc1,380.5170000000003,3.8808400000000027,1,5
200,CCC(=O)N1CCN(c2ccc3c(c2)C(O)(C(F)(F)F)c2ccccc2-3)CC1,390.40500000000014,3.5238000000000023,1,3
201,CC(C)(C)c1ccc(-c2noc(CNC(=O)c3ccco3)n2)cc1,325.368,3.557100000000002,1,5
202,COc1ccccc1N(C)c1cc[nH]c(=O)c1C(=O)Nc1ccc(N2CCN(C)CC2)cc1,447.53900000000027,3.1555000000000017,2,6
203,CCCNC(=O)c1ccc(N(C)Cc2nnc3ccccn23)nc1,324.388,1.9005,1,6
204,O=C(/C=C(O)/C=C/c1ccc([N+](=O)[O-])cc1)c1ccccc1O,311.293,3.638400000000001,2,5
205,NCc1cc(Oc2cccc(C(=O)NCc3ccnc(Cl)c3)c2)ncn1,369.812,2.7060000000000004,2,6
206,CSc1ccc(C(=O)c2cccc(CC(=O)O)c2N)cc1,301.367,2.8487999999999998,2,4
207,Cc1noc(C)c1C(OC1CCNCC1)c1ccc(C(C)C)cc1,328.456,4.272840000000003,1,4
208,Cc1ccc(/C=C/C(=O)N(Cc2cccs2)c2ccn[nH]2)cc1,323.421,4.026220000000003,1,3
209,Oc1c(N2CCOCC2)cc(-c2cc(N3CCOCC3)c(O)c3ccccc23)c2ccccc12,456.5420000000002,4.744400000000004,2,6
210,O=C(COc1ccc(Br)cc1)NCC(=O)NC1CCCCC1,369.2590000000002,2.393,2,3
211,COc1ccc(-c2cc(-c3cc4ccc(OC)cc4nc3Cl)cc(=O)[nH]2)cc1,392.84200000000004,4.927700000000004,1,4
212,C=CCCC1(C)SC(NC(=O)CC)=NN1C(=O)CC,283.39700000000005,2.4514000000000005,1,4
213,CC(=O)c1ccc(C)cc1NC(C(N)=O)c1c(Br)cccc1Br,440.135,4.361120000000002,2,3
214,CC1CCC(c2cc(C(=O)N3CCN(C(=O)c4cc(F)cc(N5CCNCC5)c4)CC3)ccc2O[C@H]2CCNC2)CC1,577.7450000000001,3.8679000000000023,2,6
215,Cc1cc2c(cc3c(SCC(=O)Nc4ccc(Cl)cc4F)nncn32)o1,390.82700000000006,4.307220000000002,1,6
216,O=C(Nc1noc2ccccc12)N1C[C@@H]2CN(Cc3ccc(-c4ccccc4)cc3)C[C@@H]2C1,438.5310000000002,5.090500000000005,1,4
217,C/C(=N/Nc1nc(-c2ccc(F)cc2F)cs1)c1ccccc1,329.375,4.924400000000003,1,4
218,O=C(NCCCN1CCC(c2nc3ccccc3o2)CC1)C1COc2ccccc2O1,421.4970000000003,3.353500000000002,1,6
219,COc1ccc(-c2oc3c(c2C#CC2(O)CCCCC2)C(OC)CCC3)cc1,380.48400000000015,5.025700000000005,1,4
220,COc1cccc(-c2ccc3c(c2)C2(COC(N)=N2)C2(COC2)C2(CCC2)O3)c1,392.45500000000027,3.2341000000000024,1,6
221,O=C(Nc1ccc(N2CCOCC2)cc1)C1CCCCC1,288.3910000000001,3.0420000000000016,1,3
222,COc1cc(C(=O)c2c[nH]c3c(-c4cccs4)cccc23)cc(OC)c1OC,393.46400000000017,5.153200000000004,1,5
223,Cc1noc(C)c1CC(=O)N1CCCCCCNC(=O)[C@@H]2CCCC[C@@H]21,361.48600000000016,2.9115400000000013,1,4
224,COc1cccc(Cn2cc(C)cc(NC(=O)NCc3ccccc3)c2=O)c1,377.44400000000013,3.5353200000000014,2,4
225,COc1ccc(C(=O)Nc2c(Cl)c(F)nc(F)c2Cl)cc1OC1CCCC1,417.2390000000002,5.2489000000000035,1,4
226,Cc1ccc(-c2nnc3c4ccccc4c(C)nn23)cc1NC(=O)c1cccc(Br)c1,472.3460000000002,5.576140000000003,1,5
227,COc1cc(-c2nc(CNCCCN(C)C)cc3c2[nH]c2ccccc23)cc(OC)c1OC,448.5670000000002,4.450200000000003,2,6
228,CCCCC(Sc1nc2ccccc2c(=O)n1-c1ccccc1Cl)C(=O)N1CCC(C(N)=O)CC1,513.0630000000003,4.413900000000003,1,6
229,CC[C@H](C)[C@@H]1C(=O)O[C@H]1C(=O)N[C@H]1C[C@H]1[C@H](C)[C@@H](CCc1ccccc1)NC(=O)c1ccc2ccccc2c1,526.6770000000002,5.2995000000000045,2,4
230,CN1c2ccsc2C(=O)N2CCc3c([nH]c4ccccc34)C21,309.394,3.3763000000000014,1,3
231,O=C(Nc1ncco1)c1cc(-c2cccc(F)c2)ccn1,283.262,3.128000000000002,1,4
232,CC(C(=O)Nc1ccccc1C#N)N1C(=O)NC2(CCCCCC2)C1=O,354.41000000000025,2.5300800000000008,2,4
233,CC(=O)NC12CC3CC(C1)CC(C(=O)N1CCN(S(=O)(=O)c4ccc(C(C)C)cc4)CC1)(C3)C2,487.6660000000003,3.118000000000002,1,4
234,O=C(O)C(F)(F)F.O=C(c1cscn1)N1CCc2c(COCC3CC3)cncc2C1,443.4470000000004,3.2965000000000018,1,6
235,O=C(O)/C(=C/c1ccc(-c2ccccc2Cl)o1)NC(=O)c1ccccc1,367.78800000000007,4.4555000000000025,2,3
236,CCNC(=O)c1ccccc1-c1nc(-c2ccccc2)no1,293.326,3.1533000000000015,1,4
237,CC(C)NS(=O)(=O)c1ccc(Oc2ncc(C(F)(F)F)cc2Cl)cc1,394.802,4.232800000000003,1,4
238,C[C@]1(C(N)=O)CCN(C(=O)c2ccc(Nc3nccs3)cc2F)C1,348.4030000000001,2.3632999999999997,2,5
239,O=C(CSc1ncc2c(n1)-c1cc(Cl)ccc1N(Cc1ccccc1)S2(=O)=O)NCc1ccccc1,537.0660000000003,4.914400000000004,1,6
240,NS(=O)(=O)c1ccc(-c2ccc(OC[C@H](O)CCc3cccnc3)cc2)s1,404.51300000000003,2.830000000000001,2,6
241,CCOP(=O)(OCC)C(NC(=S)N[C@H](C)c1ccccc1)c1ccccc1,406.4880000000001,5.176600000000004,2,4
242,CC(C)c1ccc(-c2ccc(NC3CCOCC3)c(C(N)=O)c2)cc1,338.451,4.166800000000002,2,3
243,CC1(O)OC(=O)C(c2cccc(F)c2)=C1c1ccc(S(C)(=O)=O)cc1,362.3780000000001,2.4053000000000004,1,5
244,O=C(c1ccc(-c2nc3ccccc3c(=O)[nH]2)cc1)N1CCN(S(=O)(=O)c2cccc3cccnc23)CC1,525.5900000000003,3.285000000000002,1,6
245,O=C(N[C@H](COC(=O)[C@H](Cc1ccccc1)NC(=O)c1cccs1)Cc1ccccc1)c1ccccc1,512.6310000000002,4.673700000000003,2,5
246,Cc1noc(C)c1NS(=O)(=O)c1ccc(CCCN2CCN(C)CC2)cc1,392.5250000000002,2.27224,1,6
247,CCO/C=C/C(O)(CNC(=O)c1ccc(C(C)(C)C)cc1)C(F)(F)F,359.388,3.5575000000000028,2,3
248,CS(=O)(=O)Nc1cccc(-c2cc(NCc3ccccc3)ncn2)c1,354.43500000000006,3.127200000000002,2,5
249,N#Cc1ccc([C@@H]2C3=C(CCC3=O)N(c3cccc(C(F)(F)F)c3)C(=O)N2C(=O)NCCO)cc1,484.43400000000014,3.8792800000000023,2,5
250,COc1cc(C(C)=O)ccc1OCC(=O)Nc1ccc(C)c(S(=O)(=O)N2CCCCCC2)c1,474.57900000000035,3.788420000000003,1,6
251,CN(C)C(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,478.85800000000006,5.891900000000003,2,4
252,NCC1(c2ccccc2)CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C1,439.46200000000016,3.4196000000000017,2,5
253,O=C(Cc1cn(CNc2ccnc3cc(Cl)ccc23)nn1)N(C1CCCCC1)C1CCCCC1,481.0440000000005,5.585800000000005,1,6
254,Cc1ccsc1[C@@H](O)CNC(=O)COc1ccccc1,291.37199999999996,2.28512,2,4
255,CN1C(=O)c2ccccc2C(C(=O)NCCCN2CCCC2=O)C1c1c[nH]c2ccccc12,444.5350000000002,3.2071000000000014,2,3
256,COc1cc2ncnc(Nc3cccc(F)c3)c2cc1OC.Cl,335.766,3.9515000000000025,1,5
257,COc1cccc2c1Oc1ncccc1N(c1ccc(C(=O)NCc3ccccc3C)s1)C2,457.55500000000023,5.834120000000004,1,6
258,O=C1c2ccccc2C(=O)C12[C@@H](c1ccccc1Br)[C@@H]1CSCN1[C@@]21C(=O)Nc2ccccc21,531.4310000000002,4.834400000000004,1,5
259,CN1CCN(CCCCNc2cc3c(cn2)cc(-c2c(Cl)cccc2Cl)c(=O)n3C)CC1,474.4360000000002,4.346800000000003,1,6
260,O[C@H](COc1ccc(Cl)cc1)CN1CCN(c2ccc(F)cc2)CC1,364.84800000000007,3.0410000000000013,1,4
261,COc1ccccc1C(=O)Nc1ccc2c(c1)n(C)c(=O)n2C,311.34100000000007,2.1379,1,5
262,CCC(=O)Nc1ccc(C(=O)OCc2ccc(Cl)c(Cl)c2)cc1,352.217,4.698900000000004,1,3
263,CC(C)n1c(=O)[nH]c2cc(-c3noc(C4CCCCC4)n3)ccc21,326.40000000000003,4.008200000000003,1,5
264,Cc1ccc(CNC(=O)C(=O)c2cn(CC(=O)N3CCOCC3)c3ccccc23)cc1,419.4810000000003,2.30762,1,5
265,O=C1c2ccccc2C(=O)c2c(NCCN3CCCC3CO)cccc21,350.418,2.3306000000000004,2,5
266,Br.CC(=N)Nc1nc(-c2ccc(Cl)cc2)cs1,332.654,4.450470000000002,2,3
267,CCN(CCC(C)(C)C)Cc1c(-c2ccccc2)nc2cc(/C=C/C(=O)NO)ccn12,420.5570000000001,4.778000000000003,2,5
268,COc1cccc(-c2csc(NC(=O)Oc3ccccc3)n2)c1,326.377,4.429600000000003,1,5
269,O=C(NCc1ccc(S(=O)(=O)c2ccccc2)cc1)N1Cc2ccncc2C1,393.46800000000013,3.139800000000002,1,4
270,Cc1n[nH]c(C)c1Cc1n[nH]c(=O)n1-c1cccc(Cl)c1,303.75300000000004,2.1447399999999996,2,4
271,Cc1ccc(/C(=N/O)N2CCCC2)c(Oc2ccc(F)c(F)c2)n1,333.33799999999997,3.6921200000000027,1,4
272,O=C(C(=O)N1CCC[C@H]1CN1CCCC1)N1CC[C@@H](CNS(=O)(=O)/C=C/c2ccc(Cl)s2)C1,515.101,2.2268999999999997,1,6
273,COCc1cn(C2=NCC(=O)N3CCc4c(cccc4-c4ncc[nH]4)C3=C2)cn1,388.43100000000004,2.1056,1,6
274,O=C1C(N2CC[C@@H](c3ccc(O)cc3)[C@H](F)C2)CCN1Cc1ccc(Cl)c(Cl)c1,437.3420000000002,4.627500000000005,1,3
275,Cc1cc(C)c(-c2nc3c([nH]2)COCC3)cc1C(=O)N1CCC(c2ccc(C#N)cc2)CC1,440.54700000000025,4.657720000000004,1,4
276,CCC(C)S(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncncc23)c1F,394.4030000000001,3.0073000000000008,2,5
277,Nc1ccc(C(=O)N/N=C\c2ccc(OC(=O)c3ccccc3Cl)cc2)cc1,393.83000000000004,3.905300000000002,2,5
278,COc1cc(CCN2C(=O)NC(c3cccc(C(F)(F)F)c3)C(C(C)=O)=C2C)cc(OC)c1OC,492.4940000000003,4.903200000000004,1,5
279,COc1ccc2sc(C(=O)NCc3ncc[nH]3)cc2c1,287.34400000000005,2.5630000000000006,2,4
280,Cc1cc(O)ccc1C1=C(c2ccc(O)cc2C)[C@H]2[C@@H](S(=O)(=O)Oc3ccccc3Cl)C[C@@H]1[S+]2[O-],531.0510000000002,4.959440000000004,2,6
281,CCC(CC)n1c(=O)[nH]c2ncc(Br)nc21,285.14500000000004,2.2432,1,4
282,O=C(NCc1cccs1)C1CCN(S(=O)(=O)c2ccccc2F)CC1,382.48200000000014,2.6043000000000003,1,4
283,COc1ccccc1CC(=O)Nc1ccc(OC)c(OC)c1,301.34200000000004,2.893600000000001,1,4
284,COC(=O)C(NC(=O)c1ccccc1)(Nc1nccs1)C(F)(F)F,359.32900000000006,2.4166,2,6
285,NCc1ncc(S(=O)(=O)c2ccc3ccccc3c2)s1,304.396,2.5878000000000005,1,5
286,N[C@H]1CCN(C(=O)CN(C(=O)/C=C/c2ccccc2)c2ccc(-c3cccc(OC(F)(F)F)c3)cc2)C1,509.5280000000002,4.8582000000000045,1,4
287,CCO/C(O)=C1\C(C)=NC(c2ccccc2)=C(C(=O)OC(C)(C)C)C1C#Cc1ccccc1,443.54300000000023,5.687900000000005,1,5
288,CC[C@H](C)COc1ccc([C@H](CO)NC(=O)[C@H]2C[C@@H]2c2cccs2)c(C)c1,387.5450000000001,4.434720000000004,2,4
289,CCC1(c2ccccc2)C(=O)NC(=O)N(C2CCOc3ccc(Cl)cc3C2=O)C1=O,426.85600000000017,3.100200000000002,1,5
290,COc1cc(/C=C/C(=O)N2CCN(Cc3ccccc3C#N)CC2)ccc1O,377.44400000000013,2.6300800000000017,1,5
291,CCCN(CC1CC1)c1cc(C(=O)Nc2cccc(-n3ccnc3)c2)ncn1,376.46400000000006,3.541000000000002,1,6
292,CCC(NC(=O)c1ccc(Cl)cc1)[C@H]1[C@H]2C[C@@H](Oc3ccnc4cccnc34)C[C@H]21,421.92800000000017,4.8952000000000035,1,4
293,N[C@@H](c1ccccc1)[C@@H](O)CN(C1CCCCCC1)S(=O)(=O)c1ccc(Cl)c(Cl)c1,471.45000000000016,4.767800000000005,2,4
294,Cc1ccc(C2=NO[C@@]3(C(=O)Nc4cc(Cl)ccc43)N2c2ccccc2)cc1,389.8420000000001,4.651920000000003,1,4
295,CCCCOc1ccc(-c2c[nH]c(SCCc3c[nH]cn3)n2)cc1,342.46799999999996,4.313500000000002,2,4
296,COc1ccc(-c2nn(CC(=O)Nc3ccccc3F)c3c2cnc2ccc(F)cc23)cc1,444.44100000000014,5.177000000000003,1,5
297,Cc1cc(S(=O)(=O)N2C=CNC(=O)[C@H]2CC(=O)N2CCCC(N(C)C)CC2)c(C)cc1Cl,483.03400000000033,2.2499400000000005,1,5
298,Fc1ccc(C(OCCN2CCN(CCCc3ccccc3)CC2)c2ccc(F)cc2)cc1.O=C(O)/C=C\C(=O)O,566.6450000000002,5.033000000000004,2,5
299,COc1cccc(C)c1NC(=O)c1cccc2nc(-c3cc(Br)nn3-c3ncccc3Cl)[nH]c12,537.8050000000001,5.7958200000000035,2,6
300,Cc1ccc(-n2c(S)nnc2CNc2cccc(Cl)c2)cc1,330.84400000000005,4.129920000000002,2,5
301,O=S(=O)(Nc1nc(NCCc2ccccc2)nc2c1CN(Cc1ccccc1)CC2)c1ccccc1,499.6400000000003,4.490300000000004,2,6
302,CC(=O)Nc1nc(Cl)c(-c2c(F)cccc2F)n(CC(C)C)c1=O,355.77200000000016,3.4563000000000015,1,4
303,O=C(CSc1nc2c([nH]c3ccccc32)c(=O)n1-c1ccc(Cl)cc1)N1CCCC1,438.9400000000002,4.234900000000003,1,5
304,CC1(C)CC(=O)C/C(=N/NC(=O)c2ccc(-c3ccccc3)cc2)C1,334.41900000000004,4.218600000000004,1,3
305,Cc1nc([C@@H](NC(=O)c2cccc(-c3ccc(F)c(Cl)c3)n2)C2CC2)no1,386.8140000000001,4.113620000000003,1,5
306,O=C(O)c1ccc(-n2nc(Cc3c(Cl)cccc3Cl)c3ccccc32)cc1,397.2610000000001,5.621300000000004,1,3
307,Cc1ccc2[nH]c(C(=O)N3CCCC3Cn3cccn3)cc2c1,308.385,2.977620000000001,1,3
308,Cc1nc(C2CCNCC2)cc(N(C)Cc2cc(-c3ccccc3)on2)n1,363.46500000000003,3.543420000000002,1,6
309,C=CC(=O)Nc1ccc(C(=O)N2CCC[C@@H](Nc3ncc4ccc(C)cc4n3)C2)cc1,415.4970000000001,3.7794200000000027,2,5
310,COc1cccc(OC)c1C(=O)N[C@@H]1c2ccccc2C2(CCNCC2)[C@H]1OC,396.48700000000025,2.824700000000001,2,5
311,Cc1ccc(N(C)S(=O)(=O)c2ccc3[nH]c(=O)ccc3c2)cc1,328.39300000000003,2.661620000000001,1,3
312,CCc1sc(N2[C@@H](C#N)[C@@H](c3ccccc3-c3ccccc3)[C@@H]2CO)nc1C,389.5240000000001,4.537800000000006,1,5
313,COc1ccccc1N1CC(C(=O)NCC2COc3ccccc3O2)CC1=O,382.4160000000001,2.0042999999999997,1,5
314,C/C(=C\c1ccco1)C1C(C#N)=C(N)Oc2[nH]nc(-c3ccccc3)c21,344.374,3.943080000000002,2,5
315,N=C1S/C(=C\c2cc([N+](=O)[O-])co2)C(=O)N1c1cccc(C(F)(F)F)c1,383.30699999999996,4.262270000000001,1,6
316,COc1ccc(-c2ccc(C(N)=O)cc2)cc1OC1CCCC1,311.38100000000014,3.7825000000000024,1,3
317,Cc1cc(NC(=O)Cn2ccc(-c3cccc(F)c3)n2)n(C)n1,313.33600000000007,2.36982,1,5
318,Cc1ccc(F)c(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)c1,401.3940000000001,4.133000000000003,1,5
319,Cc1cc(C)cc(N(CC(=O)NC(C)(C)C)C(=O)CCC(=O)Nc2ccccn2)c1,410.51800000000014,3.3650400000000014,2,4
320,O=C(N[C@@H](Cc1ccccc1)c1ccccn1)c1cnn2c1OCCC2,348.4060000000002,2.774400000000001,1,5
321,CCNc1c(C(=O)OCC)cnc2c(Br)cnn12,313.155,2.1003,1,6
322,Cc1ccnc(NS(=O)(=O)c2ccc(NC(=O)/C=C/c3cccs3)cc2)n1,400.48500000000007,3.299220000000001,2,6
323,CCCCNC(=N)c1ccc(N2CCN(c3ccccc3)CC2)cc1,336.48300000000006,3.728270000000003,2,3
324,O=C(c1nc2ccccc2[nH]1)N1CCC(c2nccnc2N2CCC(CO)CC2)CC1,420.51700000000034,2.5814000000000012,2,6
325,COc1ccc(Cc2cc(C(=O)Nc3ccc(C(F)(F)F)cc3)[nH]n2)cc1,375.34999999999997,4.2802000000000024,2,3
326,Oc1ccc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2n1,446.37800000000016,5.228400000000005,1,5
327,Oc1cccc(-c2cc(Nc3ccccc3)nc(N3CCOCC3)n2)c1,348.40600000000023,3.429400000000002,2,6
328,COc1cc(-c2cccc(-c3cn(CO)c4ccccc34)n2)cc(OC)c1OC,390.43900000000014,4.345900000000004,1,6
329,CC(C)=CCc1cc([C@@H]2CC(=O)c3c(O)cc(O)cc3O2)cc2ccoc12,364.3970000000001,5.059200000000005,2,5
330,CCOC(=O)C1CCCN(C(=O)Nc2c(-c3ccccc3)noc2C)C1,357.41000000000014,3.4570200000000018,1,5
331,N=C(c1c(O)n(-c2cccc(Cl)c2)c2ccccc12)C(F)(F)F,338.716,4.919670000000002,2,3
332,N#Cc1ccc(N2CC[C@@H](NC(=O)Nc3ccccc3Br)C2)nc1,386.2530000000001,3.116180000000001,2,4
333,CC1(C)C=Cc2cc(C(=O)/C=C/c3ccccc3)c(O)cc2O1,306.36100000000005,4.472500000000004,1,3
334,Cc1ccc(-c2nc3cc(NC(=O)CCN4CCCCC4)ccc3[nH]2)cc1,362.47700000000003,4.352820000000004,2,3
335,Cc1cc(C(F)F)nn1CC(=O)NC1CCCCCC1,285.3380000000001,2.9681200000000016,1,3
336,O=C(Nc1ccc(Cl)cc1)c1cc(Br)ccc1NS(=O)(=O)c1ccc(Cl)cc1,500.20100000000014,5.809000000000003,2,3
337,Cc1cccc(C)c1Oc1nc(Nc2ccc(CC#N)cc2)cn2ccnc12,369.42800000000005,4.948120000000004,1,6
338,COC(=O)c1oc2ccccc2c1NC(=O)c1ccccc1O,311.293,3.177300000000002,2,5
339,CCOC(=O)c1ccc(CNC(=O)C2CCCCC2C(=O)OCC(F)(F)F)o1,405.369,2.9844000000000017,1,6
340,CC(=O)O[C@@H]1CC[C@@]2(C)[C@@H]3CC[C@](C)(O)CC=C3CC[C@@H]2C1(C)C,334.5000000000001,4.631900000000004,1,3
341,COc1ccc(/C=C/C(=O)Nc2ccc(CCC(=O)O)cc2)cc1,325.364,3.364300000000002,2,3
342,[2H]C([2H])([2H])N(C1CC1)S(=O)(=O)c1ccc(-c2cnc(N)c(-c3ccc4c(c3)CCNC4=O)n2)cc1,452.5543053340002,2.4616000000000007,2,6
343,N#Cc1ccc(N(C2CC2)[C@@H]2CCN(c3ncnc4[nH]ccc34)C2)nc1,345.41,2.4722800000000005,1,6
344,COc1cc(CC2CCCC[C@@H]2O)c(Br)c(Br)c1OC,408.13000000000005,4.322400000000004,1,3
345,Cn1cc(-c2ccc(N(C(=O)NCc3ccccc3)[C@H]3CC[C@@H](Nc4ccc(C#N)cn4)CC3)cc2)cn1,505.62600000000026,5.493280000000004,2,6
346,COc1ccc(F)cc1C(C)(C)CC(O)(CNc1ccc2c(=O)onc(C)c2c1)C(F)(F)F,468.4470000000001,4.7173200000000035,2,6
347,COC(=O)C1=C(C)N(Cc2ccccc2)C(=O)N[C@H]1c1ccccc1,336.3910000000001,3.400100000000002,1,3
348,c1ccc(C2CC(c3cccs3)n3nnnc3N2)cc1,283.36,2.8809000000000005,1,6
349,O=C(Nc1n[nH]c2ncc(-c3cccnc3)cc12)C1CCCC1,307.3570000000002,3.148600000000002,2,4
350,O=C(CN1CCC[C@H]1c1cccs1)Nc1cccc(S(=O)(=O)N2CCCC2)c1,419.5720000000003,3.308200000000003,1,5
351,CCC(CC)OC(=O)Nc1ccc2ccn(Cc3ccc(C(=O)O)cc3OC)c2c1,410.4700000000002,5.133500000000004,2,5
352,Cc1cc(C)n(C(=O)CCC(=O)NCc2ccccc2)n1,285.347,2.23674,1,4
353,COc1ccc(/C=N/NC(=O)c2ccc(Br)cc2)c(OC)c1,363.21100000000007,3.230200000000001,1,4
354,CCOC(=O)c1[nH]cnc1C(=O)N[C@@H](C)c1ccccc1,287.319,2.0774,2,4
355,C=C1CNCCCN(CC2CCCCC2)CCCN(S(=O)(=O)c2ccc(C)cc2)C1,433.6620000000001,3.8076200000000027,1,4
356,O=[N+]([O-])c1c(O)oc2ccccc2/c1=N\c1ccc2ccccc2c1,332.31500000000005,4.432200000000002,1,5
357,COc1ccc2nc(NC(=O)C3CSC4(C)CCC(=O)N34)sc2c1,363.4640000000001,2.697400000000001,1,6
358,CC(C)Cn1cc(NC(=O)N2CCN(c3cccc(Cl)c3)CC2)c2ccccc2c1=O,438.95900000000023,4.665000000000004,1,4
359,CCNC(=O)c1cc(NS(=O)(=O)c2ccc(Cl)cc2)ccc1Oc1cncc(Cl)c1,466.3460000000001,4.731200000000003,2,5
360,CCOC(=O)/C=C/c1c(Oc2cccc(C#N)c2)nc[nH]c1=O,311.297,2.0101799999999996,1,6
361,CCc1ccc(-c2ccc(-c3nc(N)nn3-c3ccccc3)cc2)cc1,340.43,4.745900000000003,1,4
362,CCCc1nc(N2CCN(C(=O)Nc3cccc(F)c3)CC2)c2c(C)nn(-c3ccccc3)c2n1,473.55600000000027,4.569620000000004,1,6
363,NC(=O)c1cn(CC(=O)N2C[C@H](F)C[C@H]2C(=O)NCc2cccc(Br)c2F)c2ccccc12,519.3460000000001,2.8972000000000016,2,4
364,CCNCC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2OCC)CC1,431.50800000000027,3.3983000000000025,2,6
365,C=Cc1ccccc1C1(O)CCN(CCCCNC(=O)c2ccc(-c3ccc(C#N)cc3)cc2)CC1,479.6240000000002,5.361880000000005,2,4
366,Cc1cc(C)c(C)c(S(=O)(=O)Nc2ccc(C(=O)N3CCCC3)cc2)c1C,386.5170000000002,3.957080000000003,1,3
367,COc1ccc(-c2nnc3ccc(-c4cccc(CN)c4)cn23)cc1OC,360.4170000000001,3.539200000000001,1,6
368,O=C(c1ccc(Oc2ncccc2-c2cccnc2F)cc1)c1nc2ccccc2[nH]1,410.40800000000013,5.182300000000003,1,5
369,COC1=CC(=O)C(OC)=C(C(O)CCCCCCCCCO)C1=O,340.4160000000001,2.0430000000000006,2,6
370,Cc1nc(NCC(c2ccccc2)N(C)C)c2c(C)c(C)sc2n1,340.49600000000004,4.331360000000004,1,5
371,COCCNC(=O)c1ccc(NC(=O)N2CC[C@H]2c2ccc(F)cc2)cc1,371.41200000000003,3.1808000000000014,2,3
372,O=C(NCCCCCCNC(=O)N1Cc2ccncc2C1)c1ccccc1,366.46500000000015,3.097200000000001,2,3
373,CC(C)NC(=O)OC(CN1CCN(c2ccccc2Cl)CC1)CN1CCCC1=O,422.95700000000033,2.5876,1,5
374,Cc1nc(-c2ccccc2)sc1-c1ccnn1-c1ccc(S(N)(=O)=O)cc1,396.49700000000007,3.6186200000000017,1,6
375,COc1cc2c3c(c4cc(OC)c(OC)cc4c2cc1OC)C(=O)NC3,353.3740000000001,3.2708000000000013,1,5
376,COc1cc(CNc2c(C)ccc(OCC(=O)O)c2C)cc(-c2cccc(F)c2)c1,409.4570000000001,5.193640000000004,2,4
377,Cn1c(C(O)(c2ccccc2)c2ccccc2)nc2ccc(S(C)(=O)=O)cc21,392.48000000000013,3.261000000000002,1,5
378,COCCN(CC(=O)Nc1cc(C(C)(C)C)nn1-c1ccc(C)cc1)C(=O)COCc1ccccc1,492.6200000000003,4.108520000000003,1,6
379,CC(C(=O)NC(C)(C)C)n1c(-c2ccc3c(c2)OCO3)nc2ccccc21,365.4330000000001,3.907700000000003,1,5
380,CNC(=O)c1nc(-c2ccccc2)n2c1CCN(C(=O)c1cccs1)CC2,380.4730000000001,2.6697000000000015,1,5
381,COc1ccccc1OCC1SCCN1C(=O)/C=C/c1ccc(O)c(O)c1,387.45700000000005,3.100100000000003,2,6
382,NC(=O)CNC(=O)C[C@@H]1CCC[C@]2(C1)OOC1(O2)C2CC3CC(C2)CC1C3,378.46900000000016,1.9952999999999987,2,5
383,Cc1n[nH]c2c1C(C1CCCCC1)c1c(n(C)c(=O)n(C)c1=O)N2,329.404,1.8847199999999995,2,6
384,Cc1nn(-c2cccc([N+](=O)[O-])c2)c2nc3ccccc3c(O)c12,320.30800000000005,3.495920000000002,1,6
385,COc1cc2[nH]c(C)c(-c3ccc(Oc4ccccc4)cc3)c(=O)c2cc1F,375.3990000000001,5.443520000000004,1,3
386,O=C(Cc1cccc(NC(=O)C2CCN(C(=O)CCc3ccccc3)CC2)c1)Nc1cccc(C(=O)N2CCCC2)c1,566.7020000000001,4.913700000000004,2,4
387,Fc1ccc(Nc2ncncc2-c2ccccc2C(F)(F)F)cc1,333.288,5.0451000000000015,1,3
388,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCC(Cl)C3)nc21,339.754,2.0712,1,5
389,O=C(C[C@@H]1C/C=C/CCC(=O)N[C@@H](c2ccccc2)COC1=O)NCc1ccc(Cl)cc1,454.9540000000003,4.103300000000003,2,4
390,CN(C(=O)c1ccco1)C1CCC(NC(=O)OC(C)(C)C)CC1,322.4050000000001,3.1875000000000018,1,4
391,Nc1ccc(-n2ccc(=O)c3c(=O)n(Cc4ccccc4)ccc32)cc1C(F)(F)F,411.38300000000004,3.801700000000002,1,5
392,CC1=N/C(=C\c2ccccc2)C(=O)N1c1ccc(/C(C)=N/N=C2/NC(=O)CS2)cc1,417.4940000000001,3.4357000000000015,1,6
393,O=C(O)C1CC1C(=O)c1ccc(N(CC2CC2)c2ccc(Cl)cc2)cn1,370.83600000000007,4.186500000000003,1,4
394,Nc1nccc(-c2cn(S(=O)(=O)c3ccc(C(F)(F)F)cc3)c3ccc(Br)cc23)n1,497.29600000000005,4.698800000000002,1,6
